review,label
병신같은겜. 이런류 게임 좋아하고 많이 해봤지만 이런 레벨디자인 개박살난 겜은 처음임. 뭐 엄폐니 뭐니 디자인적 요소는 다른게임에도 있던 요소고 적응하는데 문제는 없었음.  근데 진짜 난이도가 레벨디자인 개 병신같은 말이 안되는 겜임. 극초반부터 나오는 정신공격하는 놈부터 걍 병신같음  이새기 소생도 쓰고 4명밖에 투입못하는데 마인드 컨트롤도 함 게다가 이새기가 쓰는 정신공격은 엄폐고 뭐고 ㅈ까고 필중임 ㅋㅋㅋㅋㅋ 미친놈임? 심지어 마인드 컨트롤도 한턴도 아님 마컨하고 걍 엄폐 ㅈ까고 우리팀 죽이러 오면 쏘지도 못하고 빈사임.  단순 계산해서 보통 명중률 50~60퍼면 이놈을 최소 3대 이상 때려야 하니까 6대는 때려야 잡는다는 계산이 나오는데 그럼 대충 4명 투입해서 마인드 컨트롤 한번 당하면 나머지 셋이서 이놈만 패도 잡을까 말까라는건데 딴놈들도 노는것도 아니고 한방에 못잡으면 별의별 소생이니 뭐니 별걸 다 쳐 걸어댐 못잡겠다고 먼저 소생부터 잡을래도 2대는 패야 잡음 ㅋㅋ 나머지 3명 중 둘이서 좀비만 패도 벌써 한놈이서 똥꼬쇼해야됨 진짜 개병신겜  그렇다고 임무가 느긋하게 엄폐하면서 전진할수라도 있나? 임무 타임어택도 기본적으로 ㅈㄴ 빠듯해서 그런식의 플레이 자체가 불가능함.  뭐 리뷰에서 흔히 말하는 병신같이 맞고 안맞고도 물론 중요하지만 진짜 둘째문제임 그냥 레벨디자인부터 병신임.,0
스토리 재미있고 캐릭터들도 다 매력 있음. 액션은 파크라이 시리즈가 그렇듯이 화려하고 시원시원함. 혼자해도 재밌을것 같지만 친구랑 디스코드로 대화하면서 코옵 플레이 하는게 최고라고 생각함.,1
잼있음.ㅋㅋ,1
에이 게임 그지같아서 못하겠다  매치 찾는중...,0
한글패치를 왜 안해주냐 망해라,0
이거 안하면 병신새끼 난 할인 할때 18500원에 사서개이득 봤는데 살 가치가있다고 봄ㄴ비나다,1
버그 너무 많은 세이브 파일 삭제되는 버그가 가장 최악,0
"도과 100% 인증마크 땅땅땅  고티를 수두룩하게 받은 초초명작입니다    게임성도 뛰어난데, 스토리가 신화예요    나무위키나 유튜브에 테세우스나 하데스 페르세포네 이야기 등 훑으며 플레이하면 더더더더욱 재밌음    제우스가 페르세포네 납치 도왔다는걸 배경지식으로 안 상태에서    게임 안에서 '니 엄마가 갑자기 사라진건 참 유감이야' ㅇㅈㄹ 하는거 보면    와 이색기 진짴ㅋㅋㅋㅋ 이런 느낌 받아요    이 게임사 전작인 바스티온도 강추  ",1
이미 다른fps에서 타격감을 느끼지 못한다면 추천 이 게임 시작하고 다른게임에서 타격감을 못느끼는 몸이 되버렸음 그만큼 사람죽이는 손맛 하나는 죽이는게임   **좀비잡는게임이라고 생각하고있으면 하지마셈**,1
1896으로 업데이트 하면서 게임성 편의성 그런게 좋아졌는지도 잘 모르겠고 장점이 있는지도 모르겠다 그냥 좆박은 UI가 모든걸 망쳤음 내 게임생활중에서 UI가 생각보다 엄청나게 큰 지분이 있다는걸 깨닫게 해줘서 고맙다,0
잼써따~~,1
게이모드 쩡말 제밋떠요 헤🫃,1
개맛도리다에요,1
타임머신은 이미 계발된듯,1
2좀 스팀에 내줘요 ,1
가볍게하려면 한없이 가볍게 할수있고  무겁게 하려면 한없이 무겁게 할수있음  일단 전장이 넓고 점령포인트도 계속 바뀌어서 안지루한듯함 ㅎㅎ,1
모드 없는데도 더럽게 많이 끊기네 못해먹겟다,0
약간 워프레임 같다. 플레이하면 할수록 할게 ㅈㄴ 많아지는데 할게 많아서 하기 싫어지는 게임..? 아직은 재밌음. 친구랑 같이하면 더 재밌을듯.,1
애1미 뒤1진 게임,0
최악. 모든 요소가 최악,0
유명한 쓰레기게임  언어 바꾸려면  껐다 켜야 하는게 개불쾌함  밸런스는 거지같고  메튜는 pc질에 목숨 걸었음  ,0
좆망겜      인데 시발 1500박은 내가 레전드다..,0
너무어려워요엉엉엉,0
내 인생은 데바데를 하기 전과 후로 나뉨.,1
뉴비배척게임,0
걍 할만함,1
히오스 보다 재미없음,0
그림체 말곤 다 좋아욜,1
그럭저럭 캐주얼하게 즐기기 괜찮은 게임 원래 월탱보다 갠적으로는 낫다고 봄 본래월탱의 루즈한 플레이나 은신저격 존버메타가 없구 자주포가 없어서 매우 좋다,1
그냥 제미있읍,1
쉬이이발 ㅈㄴ 재밋당 ㅎㅎ  ,1
이 게임 하지마세요 또망게임 입니다   재미도 드럽게 없어요,1
패치도 생각보다 잘해주고 끝까지 내려놓지 않고 패치 해준게 너무 좋았음.,1
애미뒤진 6명넣어주고 팀게임이라고 우기기,0
내가 할인 한다고 했잖아 왜 안샀어,1
 [h1] 대 황 문 명 6  [/h1]  [h3] 문7 다운!!! 비상!!!!![/h3]  플탐 대부분을 오프라인으로해서 그런지 780시간 밖에(?) 안나오네요 문5도 문6도 둘 다 했고 개인적으로 게임에 대한 뽕은 문5가 흥미는 문6가 우위에 있다고 생각하는 사람입니다. 그냥 시스템 몇 개 좀 손 보고 일러스트 정도 좀 더 손 보고 문명6.5 출시해 주시면 안될까요 파락사마...? 4년 동안 문6만 하니까 기술 나레이션까지 싹 다 외워버렸습니다...,1
추천 안할 이유가 있나? 모바일 포함 300시간은 한듯 잔잔해서 묘하게 지루한듯 한데 한번 시작하면 계속하게되는 게임 레전드,1
"흐음.. 재밌는거 같긴한데.. 뭔가 아쉬운,.",1
불후의 명작,1
일단 제가조와하는모드가만고 그걸 친구랑하면 너무제미있어요!  ,0
너무 재밋고,1
진입장벽 개높음,0
히히 첫트리로 스웨덴을 했는데 너무 후회되요 하지만 재미있이요 끼앗호우!>!>!>!>!!>!!!??!???@?@#???,1
노가리 전용 게임,0
걍 좀비 패는 게임.  할인할때 사는걸 추천,1
단연코 내 인생에서 가장 부조리한 FPS게임이라고 말할 수 있음,0
마크 친적 같은데 마크와 다른 묘한 매력있음,1
걍존잼,1
그냥 명작,1
대체불가 중세심즈,1
오토체스 발사대로 알차게 즐겼었습니다. 참 재밌었는데,1
돈안쓰는 구두쇠들도 라이브러리에 있으면 개추 ㅋㅋ,1
후드윙크 조라귀엽네 ㅋㅋㅋ,1
응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미응니애미,0
굿진짜 지겹지가않네,1
사지도 말고 하지도 마셈 걍,0
"이 시대 최고의 Masterpiece, 내 기준 고금제일 GOAT 게임.    전략/시뮬 게임과 더불어 과몰입, 컨셉질 좋아하는 게이머라면 이 게임을 반드시 좋아할 것입니다.",1
글코어만 조지는 CPU 고문의 달인 파라독스 게임답게 여러가지 최적화 문제가 아쉽습니다.  물론 바닐라는 당연히 렉이 덜하겠킹치만 모드없이 이 게임을 한다는 것은 스스로에게 용납할 수 없습니다.,0
아직도 잘 모르겠다..,0
좋습니다.,1
친구와 함께 한다면 영원히 굶지 않고 살아갈 수 있다,1
뉴비 진입장벽이 높긴 하지만 소소하게 탱크겜을 즐길 수 있어서 좋음,1
워3 도타 후 별의 별 도타 아류작들이 많았는데도.. 카오스 잘 즐기고 이후 롤이 생겼지만 세계 제일이라는 롤도 안 땡기고 도타2가 나와서 다행.. 이젠 나이를 먹어서 사람과의 대전은 못하지만.. 봇 전만 해도 왤케 잼날까~,0
겜 렉너무 걸림 인터패이스 구림 그라픽 캐릭터 특정 국가 느낌에 멋지지도 않음 걍 오래된겜  진입장벽 높음  요즘엔 렉도 심해서 맨날 팅김 진짜 비슷한 시기에 나온 cs보다 갈수록 ㅄ됨   ,0
너무 넒어,0
뭔가뭔가임,0
ㅈ망겜 ,0
스팀 근본 좀비 게임  DLC도 없고 진짜 개 가성비 게임,1
외 계 인 조 아,1
이거 왜 라이브러리에서 사라졌죠? 환불한것도 아닌데 ,0
근본 갓겜,1
ㅐ재밌어요,1
한국어 지원좀....,0
모든 npc 지능이 하양평준화임,0
"질겅질겅, 퉤.",0
"우리는 우주에 던져졌다. 아무것도 모르는 채로.    이 게임을 설명하기에 적절한 말을 찾자면 바로 이 말이 아닐까 싶다.   처음으로 이 게임을 시작하면, 우리는 마치 태아와도 같은 상태가 된다. 낯선 세계와 낯선 언어, 그리고 처음 보는 동식물들까지. 우리가 아는 거라곤 그저 지금까지 다른 게임을 하면서 익혀온 기본적인 조작법들과 경험으로 얻어낸 지식, 그리고 튜토리얼에서 조금씩 알려주는 정보가 끝이다.   그렇지만 태아가 언제까지나 태아로만 남는 건 아니다. 여타 게임에서 그랬들, 우리가 이 게임에서 처음 하게 되는 일은 바로 학습이다. 비록 무언가를 상세히 가르쳐줄 부모가 없을지언정(물론 부모를 대신하여 유용한 정보를 알려주는 외부의 도움이 있었을지도 모르지만) 아기가 자라서 어린이가 되듯 우리는 이 새로운 세상에서 필요한 것들을 배워나가며 성장하게 된다. 쉽게 말해, 이 게임에 익숙해지게 된다.   우리는 아이가 걸음마를 떼듯 행성을 벗어나 우주와 다른 행성에 도달하고, 항성계를 벗어나 여러 행성과 우주정거장을 탐험하며 기술을, 언어를 배워나간다. 사람들마다 성장하며 하나의 개개인으로서 개성을 지니듯 우리는 저마다의 방식으로 우주를 탐험해나간다. 누군가는 효율성을 추구할 것이며, 또 누군가는 이 게임 세상과 그 이면에 무슨 일이 일어나는지를 알기 위해 준비된 길을 따라가며 이 게임이 지닌 스토리를 추구할 것이다. 물론 그러는 동안 다른 누군가는 자신만의 방식대로 이곳저곳을 탐사할지도 모르는 일이다. 왜냐면 사람마다 전부 다른 것처럼 게임을 플레이하는 방식 또한 제각각이니까. 그리고 거기에 정답은 없으니까.   그러니 당신이 우주를 찾고 있다면, '정답 없는 게임'을 찾고 있다면, 그리고 처음 보는 세계에 내던져진 채 광활한 세상 속에서 성장하고, 탐험하는 과정에서 생겨나는 그 미묘한 고독마저 사랑한다면 이 게임은 당신이 선택할 만한 게임이 될 것이다.",1
나이트시티의 현란한 불빛 아래에서 그렇게 전설이 된다,1
그져 신,1
하다가 하루가 다 지나감  ,1
운전 제미있어요 졸음운전,1
업뎃때마다 모드 때문에 개같음,0
